vehicle_id,vehicle_tier,driver_name,route,speed_kmh,fuel_level_pct,fuel_efficiency_kmpl,engine_health_score,cargo_weight_kg,engine_rpm,speed_category,fuel_status,is_night_shift,is_anomaly,alert_severity
GT-044,NEW,Pradeep Nair,Solapur-Nagpur,119.28,72.0,67.01,91.6,1456,2120,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-041,NEW,Prakash Nair,Mumbai-Nashik,100.64,52.59,89.7,100.0,660,1560,OVERSPEEDING,NORMAL,1,1,WARNING
GT-039,NEW,Mahesh Iyer,Mumbai-Aurangabad,82.9,68.01,82.9,100.0,8009,1380,FAST,NORMAL,0,0,NONE
GT-015,OLD,Navin Joshi,Nagpur-Aurangabad,99.83,36.36,27.76,73.6,5503,2720,OVERSPEEDING,LOW,1,0,NONE
GT-047,NEW,Satish Kumar,Pune-Aurangabad,114.8,54.72,64.1,92.8,7350,1945,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-032,MID,Naresh Bhatia,Nagpur-Aurangabad,66.99,75.6,20.23,76.9,5362,2698,FAST,NORMAL,0,0,NONE
GT-027,MID,Lokesh Verma,Mumbai-Pune,98.07,46.14,41.82,77.4,521,2295,OVERSPEEDING,LOW,1,0,NONE
GT-005,OLD,Rohit Chauhan,Solapur-Nagpur,108.87,20.36,20.88,67.5,4356,3764,OVERSPEEDING,LOW,1,1,WARNING
GT-040,NEW,Lokesh Verma,Nashik-Aurangabad,96.1,95.87,65.06,94.5,4607,2336,OVERSPEEDING,NORMAL,1,0,NONE
GT-044,NEW,Naresh Bhatia,Pune-Nashik,106.82,76.5,57.93,85.9,9930,1880,OVERSPEEDING,NORMAL,1,1,WARNING
GT-019,MID,Suresh Yadav,Mumbai-Nashik,72.51,46.52,22.58,83.8,4960,2828,FAST,LOW,0,0,NONE
GT-021,MID,Prakash Nair,Goa-Pune,49.78,77.54,25.62,84.6,7664,2330,MODERATE,NORMAL,0,0,NONE
GT-006,OLD,Ramesh Pandey,Nashik-Aurangabad,81.23,61.25,13.08,69.1,5038,3680,FAST,NORMAL,0,0,NONE
GT-004,OLD,Rohit Chauhan,Mumbai-Goa,106.57,57.83,17.0,75.6,6956,3607,OVERSPEEDING,NORMAL,1,1,WARNING
GT-010,OLD,Rohit Chauhan,Aurangabad-Kolhapur,78.48,39.87,13.2,66.0,5498,3876,FAST,LOW,0,0,NONE
GT-042,NEW,Umesh Kapoor,Pune-Nagpur,75.11,81.21,51.1,92.1,8579,1363,FAST,NORMAL,0,0,NONE
GT-043,NEW,Mahesh Iyer,Pune-Solapur,105.95,63.39,70.45,98.7,7329,1325,OVERSPEEDING,NORMAL,1,1,WARNING
GT-040,NEW,Rohit Chauhan,Pune-Nagpur,67.02,78.61,36.97,96.5,2345,1965,FAST,NORMAL,0,0,NONE
GT-050,NEW,Satish Kumar,Aurangabad-Kolhapur,81.8,64.63,80.91,96.9,3959,1828,FAST,NORMAL,1,0,NONE
GT-022,MID,Umesh Kapoor,Mumbai-Nagpur,78.63,41.38,33.16,80.1,7487,2656,FAST,LOW,0,0,NONE
GT-001,OLD,Girish Patil,Pune-Nashik,87.27,56.0,23.19,81.2,6707,2714,FAST,NORMAL,1,0,NONE
GT-047,NEW,Vinod Yadav,Goa-Pune,52.48,61.56,31.69,100.0,6810,2008,MODERATE,NORMAL,0,0,NONE
GT-025,MID,Lokesh Verma,Pune-Aurangabad,106.4,71.16,51.9,82.6,4352,1966,OVERSPEEDING,NORMAL,1,1,WARNING
GT-002,OLD,Navin Joshi,Pune-Solapur,75.05,30.35,16.83,59.1,8677,3801,FAST,LOW,1,0,NONE
GT-037,NEW,Umesh Kapoor,Pune-Kolhapur,52.65,84.34,103.03,100.0,9298,1457,MODERATE,NORMAL,0,0,NONE
GT-033,MID,Umesh Kapoor,Nagpur-Aurangabad,52.65,38.07,22.56,79.4,7627,2735,MODERATE,LOW,0,0,NONE
GT-031,MID,Anil Dubey,Mumbai-Aurangabad,83.78,47.21,26.32,86.7,2560,2725,FAST,LOW,1,0,NONE
GT-029,MID,Girish Patil,Nashik-Nagpur,99.0,63.06,57.69,78.5,5205,2654,OVERSPEEDING,NORMAL,1,0,NONE
GT-029,MID,Rakesh Gupta,Nagpur-Aurangabad,60.53,36.2,23.09,82.0,2682,2536,FAST,LOW,0,0,NONE
GT-050,NEW,Deepak Tiwari,Mumbai-Pune,89.26,58.31,47.18,96.1,4579,2040,FAST,NORMAL,1,0,NONE
GT-036,NEW,Manoj Gupta,Mumbai-Pune,63.98,72.59,45.67,91.2,3882,2138,FAST,NORMAL,0,0,NONE
GT-001,OLD,Santosh Joshi,Pune-Kolhapur,118.92,33.06,19.31,83.0,8908,2607,OVERSPEEDING,LOW,1,1,CRITICAL
GT-033,MID,Vikram Sharma,Aurangabad-Kolhapur,74.8,35.43,43.95,77.6,6639,2856,FAST,LOW,1,0,NONE
GT-020,MID,Ravi Patel,Mumbai-Pune,78.06,51.53,35.16,77.4,1295,2848,FAST,NORMAL,0,0,NONE
GT-039,NEW,Rajesh Kumar,Aurangabad-Kolhapur,35.21,57.12,36.64,100.0,9187,1036,MODERATE,NORMAL,0,0,NONE
GT-048,NEW,Bharat Sharma,Pune-Aurangabad,47.19,53.35,72.49,100.0,3398,1439,MODERATE,NORMAL,0,0,NONE
GT-003,OLD,Mukesh Singh,Mumbai-Pune,62.53,18.14,9.85,73.8,9232,2946,FAST,CRITICAL,0,0,NONE
GT-007,OLD,Rajesh Kumar,Solapur-Nagpur,37.9,43.37,10.33,66.9,1624,3719,MODERATE,LOW,0,0,NONE
GT-046,NEW,Mukesh Singh,Mumbai-Pune,100.57,80.38,111.74,100.0,8934,1349,OVERSPEEDING,NORMAL,1,1,WARNING
GT-040,NEW,Satish Kumar,Mumbai-Solapur,31.42,90.97,62.59,91.1,5575,1930,MODERATE,NORMAL,0,0,NONE
GT-018,MID,Ramesh Pandey,Pune-Nagpur,44.86,50.5,14.16,80.5,5424,2317,MODERATE,NORMAL,0,0,NONE
GT-025,MID,Deepak Tiwari,Mumbai-Nagpur,98.45,37.08,33.87,78.8,9300,2210,OVERSPEEDING,LOW,1,0,NONE
GT-045,NEW,Mahesh Iyer,Kolhapur-Mumbai,46.81,76.84,25.98,95.3,5359,2264,MODERATE,NORMAL,0,0,NONE
GT-047,NEW,Vinod Yadav,Pune-Solapur,34.62,81.85,21.28,100.0,5017,1984,MODERATE,NORMAL,0,0,NONE
GT-029,MID,Navin Joshi,Mumbai-Nashik,35.5,34.54,20.09,82.5,4138,2616,MODERATE,LOW,0,0,NONE
GT-015,OLD,Manoj Gupta,Nagpur-Aurangabad,38.85,35.72,8.5,79.7,9027,3221,MODERATE,LOW,0,0,NONE
GT-017,OLD,Lokesh Verma,Mumbai-Goa,83.36,16.65,12.89,71.0,7173,3320,FAST,CRITICAL,0,0,NONE
GT-041,NEW,Vikram Sharma,Mumbai-Aurangabad,97.35,77.73,56.53,97.6,9018,1585,OVERSPEEDING,NORMAL,1,0,NONE
GT-013,OLD,Harish Tomar,Pune-Nashik,89.08,36.57,14.82,76.7,3742,3035,FAST,LOW,1,0,NONE
GT-007,OLD,Pradeep Nair,Aurangabad-Kolhapur,111.85,58.22,19.74,69.3,7575,3084,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-017,OLD,Manoj Gupta,Solapur-Nagpur,118.17,61.49,18.93,72.3,8528,3492,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-046,NEW,Manoj Gupta,Mumbai-Pune,38.76,73.21,66.26,92.4,8663,1564,MODERATE,NORMAL,0,0,NONE
GT-020,MID,Girish Patil,Pune-Aurangabad,94.03,60.16,49.03,84.9,8476,2510,OVERSPEEDING,NORMAL,1,0,NONE
GT-012,OLD,Ganesh Rao,Mumbai-Solapur,84.4,33.19,13.8,74.5,1184,2582,FAST,LOW,1,0,NONE
GT-043,NEW,Sanjay Mishra,Pune-Nagpur,64.39,77.52,128.52,99.7,5133,1495,FAST,NORMAL,0,0,NONE
GT-022,MID,Rajesh Kumar,Aurangabad-Kolhapur,73.3,51.93,21.76,80.7,8232,2656,FAST,NORMAL,1,0,NONE
GT-050,NEW,Naresh Bhatia,Pune-Nashik,48.64,68.12,25.09,94.2,2570,2165,MODERATE,NORMAL,0,0,NONE
GT-047,NEW,Sanjay Mishra,Nashik-Aurangabad,47.1,73.56,85.64,100.0,3893,1543,MODERATE,NORMAL,0,0,NONE
GT-008,OLD,Prakash Nair,Mumbai-Aurangabad,98.46,19.92,19.52,64.1,9518,3449,OVERSPEEDING,CRITICAL,1,0,NONE
GT-022,MID,Bharat Sharma,Mumbai-Nashik,65.15,39.72,26.85,86.4,4457,2689,FAST,LOW,0,0,NONE
GT-038,NEW,Ravi Patel,Mumbai-Nagpur,75.76,84.41,58.87,94.7,6429,1502,FAST,NORMAL,0,0,NONE
GT-008,OLD,Girish Patil,Nagpur-Aurangabad,78.95,58.47,20.02,68.4,8549,3162,FAST,NORMAL,0,0,NONE
GT-047,NEW,Rohit Chauhan,Kolhapur-Mumbai,98.7,55.67,60.15,94.6,6876,1769,OVERSPEEDING,NORMAL,1,0,NONE
GT-023,MID,Anil Dubey,Mumbai-Aurangabad,97.77,44.12,32.42,70.8,1654,2356,OVERSPEEDING,LOW,1,0,NONE
GT-034,MID,Prakash Nair,Pune-Nashik,61.52,75.43,25.53,74.8,6137,2470,FAST,NORMAL,0,0,NONE
GT-009,OLD,Lokesh Verma,Pune-Solapur,118.82,27.55,24.53,73.3,6208,3353,OVERSPEEDING,LOW,1,1,CRITICAL
GT-011,OLD,Pradeep Nair,Nashik-Nagpur,78.23,50.01,25.09,75.8,8198,3063,FAST,NORMAL,0,0,NONE
GT-036,NEW,Prakash Nair,Mumbai-Solapur,71.98,52.01,71.13,92.2,1207,1358,FAST,NORMAL,0,0,NONE
GT-016,OLD,Mukesh Singh,Solapur-Nagpur,82.22,63.63,18.29,75.6,3924,3226,FAST,NORMAL,1,0,NONE
GT-045,NEW,Manoj Gupta,Pune-Solapur,72.39,86.09,134.06,89.8,9866,1824,FAST,NORMAL,0,0,NONE
GT-016,OLD,Deepak Tiwari,Mumbai-Nagpur,82.36,58.35,22.13,66.2,6416,3588,FAST,NORMAL,0,0,NONE
GT-028,MID,Sanjay Mishra,Pune-Nagpur,69.59,69.49,28.51,90.7,6848,2416,FAST,NORMAL,0,0,NONE
GT-042,NEW,Ramesh Pandey,Mumbai-Pune,55.26,65.3,30.56,92.8,4358,1794,MODERATE,NORMAL,0,0,NONE
GT-008,OLD,Prakash Nair,Pune-Kolhapur,73.69,60.82,19.02,77.9,8308,2943,FAST,NORMAL,1,0,NONE
GT-034,MID,Pradeep Nair,Pune-Nagpur,98.0,76.44,30.0,86.1,5297,2115,OVERSPEEDING,NORMAL,1,0,NONE
GT-024,MID,Prem Chauhan,Solapur-Nagpur,87.78,30.81,37.16,80.5,5144,2268,FAST,LOW,1,0,NONE
GT-024,MID,Vikram Sharma,Goa-Pune,30.99,36.14,10.86,91.0,4795,2578,MODERATE,LOW,0,0,NONE
GT-012,OLD,Ramesh Pandey,Pune-Aurangabad,78.0,16.57,20.95,74.7,4718,3164,FAST,CRITICAL,1,0,NONE
GT-019,MID,Mukesh Singh,Nashik-Nagpur,45.68,63.98,23.37,83.8,6124,2886,MODERATE,NORMAL,0,0,NONE
GT-010,OLD,Sanjay Mishra,Nagpur-Aurangabad,85.58,17.7,18.53,68.0,8343,3556,FAST,CRITICAL,1,0,NONE
GT-017,OLD,Mukesh Singh,Goa-Pune,89.89,34.28,15.13,75.2,1261,3402,FAST,LOW,1,0,NONE
GT-016,OLD,Vinod Yadav,Mumbai-Solapur,111.19,20.18,19.9,76.8,7616,2936,OVERSPEEDING,LOW,1,1,CRITICAL
GT-007,OLD,Bharat Sharma,Nashik-Nagpur,49.62,22.81,7.88,69.7,9071,4030,MODERATE,LOW,0,0,NONE
GT-001,OLD,Ravi Patel,Pune-Nashik,107.29,63.19,26.95,74.3,4137,2537,OVERSPEEDING,NORMAL,1,1,WARNING
GT-026,MID,Santosh Joshi,Pune-Kolhapur,66.98,46.07,36.17,90.5,2970,2063,FAST,LOW,0,0,NONE
GT-031,MID,Naresh Bhatia,Pune-Nashik,33.03,55.46,13.85,86.0,8668,2821,MODERATE,NORMAL,0,0,NONE
GT-015,OLD,Bharat Sharma,Aurangabad-Kolhapur,91.64,46.5,29.56,79.5,5187,2818,OVERSPEEDING,LOW,1,0,NONE
GT-032,MID,Vinod Yadav,Mumbai-Nashik,106.91,37.48,60.57,85.0,3700,2509,OVERSPEEDING,LOW,1,1,WARNING
GT-027,MID,Lokesh Verma,Pune-Kolhapur,107.03,55.84,42.59,82.9,4107,2206,OVERSPEEDING,NORMAL,1,1,WARNING
GT-030,MID,Vikram Sharma,Mumbai-Aurangabad,56.91,77.03,16.57,84.7,688,1815,MODERATE,NORMAL,0,0,NONE
GT-007,OLD,Vikram Sharma,Kolhapur-Mumbai,70.98,47.64,18.99,69.2,7704,3449,FAST,LOW,1,0,NONE
GT-021,MID,Deepak Tiwari,Pune-Kolhapur,53.8,76.28,17.48,78.8,886,2330,MODERATE,NORMAL,0,0,NONE
GT-048,NEW,Bharat Sharma,Mumbai-Pune,108.64,81.44,71.15,100.0,3478,1308,OVERSPEEDING,NORMAL,1,1,WARNING
GT-016,OLD,Lokesh Verma,Goa-Pune,107.25,27.28,19.2,74.5,7826,3178,OVERSPEEDING,LOW,1,1,WARNING
GT-047,NEW,Satish Kumar,Mumbai-Nagpur,100.88,95.65,152.62,96.5,8637,1777,OVERSPEEDING,NORMAL,1,1,WARNING
GT-039,NEW,Mukesh Singh,Pune-Kolhapur,55.72,67.84,40.61,94.6,3779,1378,MODERATE,NORMAL,0,0,NONE
GT-049,NEW,Arjun Verma,Goa-Pune,67.41,82.77,37.53,100.0,6108,1521,FAST,NORMAL,0,0,NONE
GT-039,NEW,Dinesh Shukla,Pune-Aurangabad,100.21,61.24,71.48,99.8,7478,1276,OVERSPEEDING,NORMAL,1,1,WARNING
GT-001,OLD,Arjun Verma,Mumbai-Nagpur,31.39,34.03,7.81,81.9,6861,2366,MODERATE,LOW,0,0,NONE
GT-004,OLD,Naresh Bhatia,Aurangabad-Kolhapur,30.4,32.1,5.34,72.3,2480,3834,MODERATE,LOW,0,0,NONE
GT-009,OLD,Vikram Sharma,Aurangabad-Kolhapur,68.98,39.67,13.26,64.0,7940,3517,FAST,LOW,0,0,NONE
GT-026,MID,Ravi Patel,Kolhapur-Mumbai,78.44,58.9,44.49,87.8,6794,1896,FAST,NORMAL,1,0,NONE
GT-023,MID,Santosh Joshi,Nashik-Nagpur,84.46,44.07,35.77,75.8,728,2942,FAST,LOW,0,0,NONE
GT-033,MID,Umesh Kapoor,Pune-Solapur,68.74,54.31,26.59,81.7,7895,2648,FAST,NORMAL,0,0,NONE
GT-030,MID,Deepak Tiwari,Nagpur-Aurangabad,104.28,56.71,33.53,91.0,2687,2033,OVERSPEEDING,NORMAL,1,1,WARNING
GT-029,MID,Prem Chauhan,Goa-Pune,52.62,50.37,16.33,88.4,1430,2520,MODERATE,NORMAL,0,0,NONE
GT-027,MID,Dinesh Shukla,Mumbai-Nagpur,62.76,50.6,35.97,86.1,9189,2352,FAST,NORMAL,0,0,NONE
GT-033,MID,Rakesh Gupta,Mumbai-Aurangabad,92.58,65.19,28.68,82.8,976,2517,OVERSPEEDING,NORMAL,1,0,NONE
GT-047,NEW,Suresh Yadav,Pune-Aurangabad,67.64,60.37,40.36,97.3,8277,1705,FAST,NORMAL,0,0,NONE
GT-003,OLD,Prem Chauhan,Mumbai-Nagpur,36.77,26.18,6.86,72.2,4818,2693,MODERATE,LOW,0,0,NONE
GT-028,MID,Rakesh Gupta,Pune-Nashik,80.54,31.34,29.8,88.0,4547,2144,FAST,LOW,0,0,NONE
GT-019,MID,Lokesh Verma,Goa-Pune,57.72,33.77,29.02,77.8,1783,2825,MODERATE,LOW,0,0,NONE
GT-007,OLD,Deepak Tiwari,Solapur-Nagpur,85.55,26.24,13.39,74.3,637,3468,FAST,LOW,1,0,NONE
GT-022,MID,Arjun Verma,Mumbai-Pune,74.35,52.99,30.67,83.2,8116,2487,FAST,NORMAL,0,0,NONE
GT-014,OLD,Suresh Yadav,Pune-Solapur,73.15,34.16,16.56,77.4,6103,3112,FAST,LOW,1,0,NONE
GT-001,OLD,Rakesh Gupta,Solapur-Nagpur,47.06,56.36,9.59,81.2,3145,2612,MODERATE,NORMAL,0,0,NONE
GT-046,NEW,Bharat Sharma,Pune-Nashik,96.78,89.22,73.04,98.4,4556,1317,OVERSPEEDING,NORMAL,1,0,NONE
GT-008,OLD,Naresh Bhatia,Pune-Aurangabad,98.74,31.53,25.38,64.8,817,3607,OVERSPEEDING,LOW,1,0,NONE
GT-032,MID,Bharat Sharma,Mumbai-Aurangabad,78.33,44.18,31.13,71.4,3876,2892,FAST,LOW,1,0,NONE
GT-025,MID,Navin Joshi,Mumbai-Solapur,75.46,44.84,24.83,81.2,1064,1692,FAST,LOW,1,0,NONE
GT-001,OLD,Mahesh Iyer,Pune-Nagpur,110.44,35.89,23.14,77.6,2572,2760,OVERSPEEDING,LOW,1,1,CRITICAL
GT-030,MID,Rakesh Gupta,Nashik-Nagpur,72.2,66.44,26.03,95.1,7978,1685,FAST,NORMAL,0,0,NONE
GT-003,OLD,Mahesh Iyer,Mumbai-Nashik,32.81,38.15,8.52,74.6,7351,3052,MODERATE,LOW,0,0,NONE
GT-040,NEW,Navin Joshi,Pune-Aurangabad,39.28,90.16,36.51,94.5,7358,2145,MODERATE,NORMAL,0,0,NONE
GT-015,OLD,Amit Singh,Mumbai-Solapur,82.44,54.94,12.88,72.1,2625,3005,FAST,NORMAL,0,0,NONE
GT-010,OLD,Rohit Chauhan,Nagpur-Aurangabad,79.47,44.92,13.83,74.1,5920,3691,FAST,LOW,0,0,NONE
GT-001,OLD,Mahesh Iyer,Pune-Nashik,55.52,18.63,9.06,77.9,9121,3111,MODERATE,CRITICAL,0,0,NONE
GT-050,NEW,Prakash Nair,Mumbai-Nagpur,66.88,52.64,41.03,96.3,5953,1757,FAST,NORMAL,0,0,NONE
GT-028,MID,Navin Joshi,Kolhapur-Mumbai,82.57,36.53,25.67,83.7,1397,2850,FAST,LOW,0,0,NONE
GT-016,OLD,Ganesh Rao,Mumbai-Solapur,81.08,56.84,18.54,79.4,2718,3067,FAST,NORMAL,1,0,NONE
GT-013,OLD,Prem Chauhan,Solapur-Nagpur,37.25,63.31,8.07,72.4,9488,2978,MODERATE,NORMAL,0,0,NONE
GT-023,MID,Mahesh Iyer,Pune-Nagpur,72.49,64.18,37.39,73.7,8466,2651,FAST,NORMAL,1,0,NONE
GT-040,NEW,Girish Patil,Kolhapur-Mumbai,68.26,92.36,40.92,88.4,862,2154,FAST,NORMAL,0,0,NONE
GT-028,MID,Prem Chauhan,Mumbai-Solapur,69.4,73.78,22.91,85.3,5044,2166,FAST,NORMAL,0,0,NONE
GT-037,NEW,Rohit Chauhan,Pune-Nagpur,40.93,73.9,58.3,98.8,2993,1365,MODERATE,NORMAL,0,0,NONE
GT-002,OLD,Ravi Patel,Solapur-Nagpur,86.66,55.56,15.14,76.0,720,3597,FAST,NORMAL,1,0,NONE
GT-048,NEW,Vikram Sharma,Pune-Nashik,115.64,60.42,117.04,93.3,828,1887,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-043,NEW,Deepak Tiwari,Nagpur-Aurangabad,42.06,77.68,27.85,100.0,9947,1092,MODERATE,NORMAL,0,0,NONE
GT-045,NEW,Amit Singh,Pune-Nagpur,102.17,80.49,71.15,96.7,8776,1649,OVERSPEEDING,NORMAL,1,1,WARNING
GT-046,NEW,Arjun Verma,Kolhapur-Mumbai,113.9,88.51,58.41,99.8,2700,1656,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-022,MID,Sanjay Mishra,Pune-Aurangabad,52.6,38.85,15.66,84.0,9699,2544,MODERATE,LOW,0,0,NONE
GT-012,OLD,Rohit Chauhan,Mumbai-Pune,76.68,63.65,16.27,80.0,9584,3152,FAST,NORMAL,0,0,NONE
GT-004,OLD,Lokesh Verma,Kolhapur-Mumbai,53.05,37.12,9.12,69.1,7638,3468,MODERATE,LOW,0,0,NONE
GT-024,MID,Naresh Bhatia,Nashik-Aurangabad,84.0,47.44,49.62,88.2,7326,2618,FAST,LOW,1,0,NONE
GT-003,OLD,Deepak Tiwari,Aurangabad-Kolhapur,35.02,24.27,5.4,66.1,4869,3260,MODERATE,LOW,0,0,NONE
GT-035,MID,Mukesh Singh,Goa-Pune,35.38,51.93,15.97,81.3,7461,2775,MODERATE,NORMAL,0,0,NONE
GT-009,OLD,Satish Kumar,Goa-Pune,44.29,25.01,12.93,66.5,6381,3411,MODERATE,LOW,0,0,NONE
GT-014,OLD,Prakash Nair,Pune-Kolhapur,84.33,37.84,15.96,78.6,4889,3009,FAST,LOW,0,0,NONE
GT-037,NEW,Sanjay Mishra,Pune-Nagpur,77.84,81.49,43.68,100.0,9969,1243,FAST,NORMAL,0,0,NONE
GT-044,NEW,Rohit Chauhan,Mumbai-Nagpur,79.51,70.5,145.36,95.3,7446,1790,FAST,NORMAL,1,0,NONE
GT-022,MID,Dinesh Shukla,Pune-Kolhapur,76.79,64.4,33.23,87.0,3105,2352,FAST,NORMAL,0,0,NONE
GT-001,OLD,Girish Patil,Mumbai-Goa,74.35,51.36,12.42,84.2,703,2689,FAST,NORMAL,1,0,NONE
GT-032,MID,Anil Dubey,Nagpur-Aurangabad,101.4,79.41,36.53,77.9,8419,2775,OVERSPEEDING,NORMAL,1,1,WARNING
GT-017,OLD,Satish Kumar,Kolhapur-Mumbai,82.84,50.89,15.46,68.5,1807,3835,FAST,NORMAL,1,0,NONE
GT-024,MID,Rakesh Gupta,Mumbai-Nagpur,82.61,47.71,41.28,88.1,3490,2582,FAST,LOW,1,0,NONE
GT-040,NEW,Harish Tomar,Pune-Kolhapur,50.2,74.47,29.99,95.8,3496,1803,MODERATE,NORMAL,0,0,NONE
GT-035,MID,Ganesh Rao,Aurangabad-Kolhapur,48.17,60.0,21.06,87.3,7128,2810,MODERATE,NORMAL,0,0,NONE
GT-050,NEW,Umesh Kapoor,Nashik-Nagpur,90.74,50.14,100.49,93.7,3533,2039,OVERSPEEDING,NORMAL,1,0,NONE
GT-008,OLD,Girish Patil,Nashik-Aurangabad,34.76,15.12,9.71,73.6,5033,2973,MODERATE,CRITICAL,0,0,NONE
GT-007,OLD,Manoj Gupta,Nashik-Nagpur,36.32,36.91,6.94,71.5,2673,3415,MODERATE,LOW,0,0,NONE
GT-022,MID,Vikram Sharma,Nashik-Aurangabad,87.99,51.11,28.14,77.7,8945,2842,FAST,NORMAL,1,0,NONE
GT-022,MID,Suresh Yadav,Pune-Kolhapur,35.12,75.22,17.89,81.6,4217,2310,MODERATE,NORMAL,0,0,NONE
GT-032,MID,Vinod Yadav,Nashik-Nagpur,85.54,50.19,27.87,84.2,2662,2664,FAST,NORMAL,1,0,NONE
GT-011,OLD,Anil Dubey,Kolhapur-Mumbai,105.96,37.22,22.48,70.2,4419,3238,OVERSPEEDING,LOW,1,1,WARNING
GT-023,MID,Ramesh Pandey,Mumbai-Nagpur,64.81,79.25,18.71,85.8,4186,2673,FAST,NORMAL,0,0,NONE
GT-024,MID,Ravi Patel,Pune-Nashik,114.54,79.5,48.53,90.3,5347,2465,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-014,OLD,Dinesh Shukla,Pune-Nagpur,30.43,51.87,4.96,81.0,6636,2601,MODERATE,NORMAL,0,0,NONE
GT-048,NEW,Ramesh Pandey,Mumbai-Pune,116.44,76.13,114.38,97.8,1716,1471,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-023,MID,Navin Joshi,Pune-Solapur,31.47,36.05,11.58,79.2,1733,2665,MODERATE,LOW,0,0,NONE
GT-026,MID,Vikram Sharma,Pune-Nagpur,60.44,44.63,39.5,85.3,7366,2148,FAST,LOW,0,0,NONE
GT-021,MID,Satish Kumar,Pune-Kolhapur,62.35,63.43,19.48,79.0,9620,2059,FAST,NORMAL,0,0,NONE
GT-027,MID,Rakesh Gupta,Mumbai-Pune,65.35,72.28,38.17,79.8,4617,2097,FAST,NORMAL,0,0,NONE
GT-002,OLD,Rakesh Gupta,Pune-Kolhapur,37.63,20.5,6.45,68.9,8478,3820,MODERATE,LOW,0,0,NONE
GT-041,NEW,Dinesh Shukla,Nashik-Nagpur,70.33,89.56,129.52,98.7,1157,1220,FAST,NORMAL,1,0,NONE
GT-031,MID,Mukesh Singh,Pune-Aurangabad,80.23,41.18,31.66,84.7,5491,2423,FAST,LOW,0,0,NONE
GT-027,MID,Rajesh Kumar,Pune-Kolhapur,83.31,68.65,32.98,79.0,2713,2569,FAST,NORMAL,1,0,NONE
GT-031,MID,Mahesh Iyer,Pune-Kolhapur,103.02,53.56,56.3,87.8,9242,2378,OVERSPEEDING,NORMAL,1,1,WARNING
GT-007,OLD,Girish Patil,Pune-Nagpur,72.52,44.04,21.64,74.5,3269,3424,FAST,LOW,0,0,NONE
GT-039,NEW,Harish Tomar,Solapur-Nagpur,89.24,57.31,97.74,100.0,6173,1170,FAST,NORMAL,1,0,NONE
GT-045,NEW,Sanjay Mishra,Pune-Kolhapur,38.71,66.02,39.83,94.0,5972,2262,MODERATE,NORMAL,0,0,NONE
GT-010,OLD,Santosh Joshi,Mumbai-Goa,86.81,30.08,20.24,75.9,8710,3614,FAST,LOW,1,0,NONE
GT-003,OLD,Arjun Verma,Mumbai-Nashik,80.19,36.99,19.66,74.7,9930,3175,FAST,LOW,0,0,NONE
GT-024,MID,Rakesh Gupta,Aurangabad-Kolhapur,72.87,43.69,29.36,91.4,9235,2404,FAST,LOW,1,0,NONE
GT-006,OLD,Naresh Bhatia,Nashik-Nagpur,49.9,52.26,8.53,67.0,5702,3410,MODERATE,NORMAL,0,0,NONE
GT-018,MID,Prakash Nair,Mumbai-Nashik,82.71,73.49,52.92,87.4,2018,2471,FAST,NORMAL,0,0,NONE
GT-037,NEW,Prem Chauhan,Pune-Aurangabad,60.02,85.75,34.12,96.3,6761,1573,FAST,NORMAL,0,0,NONE
GT-050,NEW,Dinesh Shukla,Aurangabad-Kolhapur,109.69,75.99,63.22,95.5,7553,1842,OVERSPEEDING,NORMAL,1,1,WARNING
GT-046,NEW,Ramesh Pandey,Nashik-Nagpur,33.57,61.29,32.62,98.6,6654,1371,MODERATE,NORMAL,0,0,NONE
GT-011,OLD,Pradeep Nair,Nagpur-Aurangabad,40.49,24.19,10.62,84.0,8835,2903,MODERATE,LOW,0,0,NONE
GT-047,NEW,Dinesh Shukla,Nashik-Nagpur,91.0,91.84,62.24,94.3,3750,1810,OVERSPEEDING,NORMAL,1,0,NONE
GT-032,MID,Harish Tomar,Mumbai-Nashik,58.95,56.19,28.59,90.0,8184,2390,MODERATE,NORMAL,0,0,NONE
GT-025,MID,Navin Joshi,Nashik-Aurangabad,41.24,34.37,19.48,88.6,5490,2075,MODERATE,LOW,0,0,NONE
GT-013,OLD,Vinod Yadav,Mumbai-Pune,80.45,45.4,12.94,80.5,6813,2937,FAST,LOW,1,0,NONE
GT-011,OLD,Satish Kumar,Mumbai-Nagpur,118.99,52.92,38.09,76.8,3925,3047,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-004,OLD,Sanjay Mishra,Mumbai-Nagpur,80.68,60.46,14.15,68.7,1161,3545,FAST,NORMAL,0,0,NONE
GT-021,MID,Bharat Sharma,Mumbai-Aurangabad,114.21,48.4,42.92,77.8,3721,2190,OVERSPEEDING,LOW,1,1,CRITICAL
